"","vec1","vec2","vec3","vec4","vec5"
"61",-0.0129335652966578,-0.00660767580320254,-0.0110225367971868,-0.000663102663625459,0.00532195999807605
"62",0.00549419246492633,-0.00274287768526893,0.00903276567294853,0.000616520620994265,-0.00779491460854942
"63",-0.0131137955211642,NA,-0.0101351274364383,NA,0.00469050361749979
"64",-0.0130637176223125,NA,-0.00706988765591632,NA,0.00878293198896074
"65",0.00698442896688789,0.00719139109606992,0.0113783325082508,0.0127697227856007,NA
"66",0.0221557336342944,0.0293585777237739,0.0143097898495839,NA,NA
"67",-0.00601372459425775,-0.00345094870398821,-0.00334033114323873,NA,NA
"68",0.00120820705497593,NA,0.00374709445052268,NA,NA
"69",0.0128816639533174,NA,0.00440861113979452,NA,-0.00197912069785211
"70",-0.016621395307487,-0.0185604367861929,-0.0120405193758852,-0.00235657798626399,-0.0116800580993015
"71",-0.00707984786953197,0.0110502522162932,-0.00375912300313708,-0.0121886425437152,0.0154561643881728
"72",0.00779717785405154,-0.00541888042900496,0.00724672061830667,0.00101843737641172,-0.00918551115819
"73",0.0181833622830343,NA,0.0250455476643623,NA,0.010145246609067
"74",0.0315632990594654,NA,0.0237218741194418,NA,0.0220349565655074
"75",-0.00524585947661826,-0.00409767399452399,0.000251785403708737,0.00618345709516355,0.00178672036087413
"76",-0.00343520382782536,-0.00858130250475231,0.00787607748830332,-0.00229843361802828,0.00589574551941219
"77",0.022002368563335,0.00215843485688882,0.00519651761745443,-0.0107281569104085,0.00666762378676999
"78",0.000195672891916132,NA,-0.0180568018742822,NA,-0.00519742525246158
"79",-0.00466468443282686,NA,-0.00798109849474571,NA,-0.0077332635567906
"80",0.0129228291952774,0.000602482619210143,0.00165571456008529,0.00176993367773903,0.0137447860903404
"81",-0.00257059992523168,-0.0127227066218731,0.00735809173308866,-0.00816069870437275,-0.00874812709329298
"82",-0.0162504675731547,-0.0126573554161356,-0.0055640515392934,-0.0205664059601309,-0.0144118074417605
"83",-0.00238946209062973,NA,-0.000829360195517381,NA,0.00749454374488678
"84",-0.00263150309157467,NA,-0.00208108574160981,NA,-0.00278189484997959
"85",0.00921334636442417,0.00657553374048891,0.00563861613518668,-0.0171164612926553,-0.0174812898656302
"86",0.00726145609571915,0.011203219185699,0.00552385961629831,0.00234621036696048,-0.0179718543466336
"87",-0.00351595615865641,0.0041174630209353,-0.00602030288926869,-0.00248980943859944,NA
"88",-0.00518158100497423,NA,-0.00342473148043432,NA,NA
"89",0.000713838436766423,NA,0.000512793543911982,NA,0.023492620922628
"90",0.00334257459311793,0.00398536314513631,0.00277517363365121,0.000614203759995213,-0.00829483845834034
"91",0.00508990230653161,-0.00249680227084426,0.000767231553064462,-0.0116143933065311,-0.0181591651813822
"92",0.00856368268717667,-0.00177652161346131,0.00169696721164136,-1.50592203844724e-05,0.0192758481077515
"93",0.00199267031105244,NA,0.000512500996160625,NA,0.00947255565844074
"94",0.00487094801853694,NA,0.00665581817268723,NA,-0.00253827724258748
"95",-0.00108214573261911,-0.0029676387297739,0.000754622757316525,0.00206887432826175,-0.000189991704536041
"96",-0.00712091005009619,-0.00403537912354146,-0.00660977017662567,0.00481950283293209,0.00839483776706018
"97",-0.00042637965202097,-0.000702379338788361,-0.00819440995306486,-0.00195792761422542,-0.00465438267546503
"98",-0.00983788950542674,NA,-0.00963210206684373,NA,-0.0331326141466395
"99",-0.0103584939545716,NA,-0.00314271405873257,NA,-0.00949926344741847
"100",-0.00209737660172316,-0.00360358464076604,0.00189760036211339,-0.00130318001943763,-0.00779324538472004
"101",-0.00137943680714869,-0.0028450788857679,0.000814080948966733,0.00031642493463746,0.00620084042142466
"102",0.00376525614602663,0.00326447267726238,-0.000773630819924875,0.00622044028752455,-0.00250320770085466
"103",0.00530989295695328,NA,-0.00123986554102196,NA,-0.0122642208474613
"104",0.00125286963586113,NA,0.00228426050346187,NA,0.0014391544793142
"105",-0.00379988715377344,-0.00605819483953063,-0.00281899676700093,-0.00732305343430273,0.000916870528543612
"106",0.00188471940038326,-0.00251165687206623,0.00532110333836755,-0.00404304777330111,-0.000269124787868336
"107",-0.0201443727930002,-0.00894734015320697,-0.011584990737493,-0.00553867992047596,-0.0211185607848794
"108",0.000875023109959017,NA,-0.00156837812506971,NA,-0.0159839011976644
"109",0.00598795547378828,NA,0.0030976588464231,NA,-0.00315000953561828
"110",-0.00439536168795307,-0.00979135250915597,-0.000128934276949266,0.0115359389766434,0.0229860024548181
"111",0.00330676333157953,0.00715622019184359,0.00417579556364522,0.00443534462270723,0.00236993401327545
"112",-0.00912606086138901,NA,-0.00903037217304892,NA,0.0105396190010207
"113",-0.00768717856147383,NA,-0.00988097917168496,NA,NA
"114",0.00231219772144442,0.00271483118066929,-0.00547374411160106,NA,NA
"115",-0.000804943935365898,-0.00301332896037554,-0.000821642069404049,NA,NA
"116",-0.0150112354285081,-0.008302696852728,-0.00409609791062771,NA,NA
"117",-0.00560979206790613,NA,-0.00321890410099002,NA,0.00269820280671951
"118",0.0148329431017711,NA,0.00785129350651381,NA,-0.00640207810808135
"119",-0.00541452862819014,-0.00417201208554463,-0.0045628004673528,-0.0079042102851794,-0.0318915646271467
"120",0.0158596335012682,0.0155288934823243,0.0115745796408238,0.00280791701589322,-0.00469833892303306
"121",0.00366251374727611,0.00242331357899861,NA,-0.0123389027949976,-0.0143016403898226
"122",-0.00499456653244224,NA,NA,NA,0.00614017920950083
"123",-0.00489329516309311,NA,-0.00643612948207739,NA,-0.0172985328656576
"124",0.0179374366766503,0.0113486224932675,0.0141641051334478,-0.00206029029031374,-0.0109446845911858
"125",-0.00207879161130009,-0.00690828217259565,-0.000718810706175077,-0.0176092020053886,0.0193425667673814
"126",-0.00844999975121041,-0.0060721370345771,-0.00246451578997053,-0.0103000241621531,0.0169911233137761
"127",0.0162810950284502,NA,0.00514889094134219,NA,0.000283347929933342
"128",0.00581932458212009,NA,0.000665209759446839,NA,0.00468725238543755
"129",-0.0172720818278496,-0.0169108968877758,-0.00772129762496121,0.00338454405955346,0.00202286322930512
"130",-0.00896184227478436,0.00721181028100926,-0.00761427617191224,0.0112533708088209,0.00732611777904424
"131",-0.00963378486953381,-0.0105804668165819,-0.0108183610396129,-0.0340087147626935,-0.0199702022014545
"132",0.015305807377116,NA,0.00551405068166488,NA,0.0257526218226012
"133",-0.0071491436755835,NA,0.000571797360608528,NA,0.00172080642271766
"134",0.0170585638004326,NA,0.00878417020817857,0.0149515920615464,0.017728751198808
"135",-0.00718424260813499,NA,-0.00144926863463724,0.0047805281215485,0.0133177110387255
"136",0.0159267538872854,-0.00666591060314303,NA,0.0027769044023449,0.0162616792106824
"137",0.0101921437374237,NA,NA,NA,0.0103121708506748
"138",-0.00543902606575841,NA,-0.00398182708360117,NA,0.00248015480716646
"139",-0.000108548168356037,0.00669494797128145,0.00906060758131666,0.00310916149343754,0.0130406172097999
"140",-0.00130187558159278,0.0134728810930582,0.00302041837067968,-0.00251843729552714,-0.00927057857589908
"141",-0.00104207255242272,NA,-0.00167733253393898,NA,0.00262035123425086
"142",-0.00264902109474896,NA,0.000799336889027558,NA,-0.00300716069796181
"143",0.00248498242997996,NA,0.00504768317965265,0.00541680960697288,0.0172437528290743
"144",-0.00632622940226035,-0.0116050400599885,0.00684505721072348,0.00303188698975898,NA
"145",-0.00107286408550777,-0.00721879510332446,-0.00843497103800672,0.00100266675066862,NA
"146",-0.00568770286795406,0.00563236408288681,0.00153236206581653,-0.000245240470171382,0.0134988175091699
"147",-0.00426727520494552,0.00780125850536439,-0.000187400778530744,-0.00761811255661371,-0.0142988362203198
"148",-0.0067193142169053,-0.00577007539556096,-0.00443422818104366,0.00470617691102149,-0.0168475271982444
"149",-0.00169440690724798,NA,2.55480562323385e-05,NA,0.00821426600977482
"150",-0.00540879935115157,NA,-0.00257287077448254,NA,0.00100151109796442
"151",-0.00245710159771662,-0.00169093748490123,0.000533697769924402,0.00635929918864875,0.00975759680019195
"152",-0.00465894779865117,NA,0.000493012965719686,-0.00213906875242742,0.0114813268697649
"153",0.00947602136863779,NA,0.00353824207340381,-0.00174315641099021,-0.0118596903789232
"154",0.00386683082978756,NA,-0.000673881610278926,NA,0.0184417211490278
"155",-0.00181183626698989,NA,-0.00605168186837624,NA,-0.0045303397726677
"156",-0.00280757217652194,0.00566803397354665,0.00220509636443111,-0.00571092639564874,-0.0404224699876785
"157",-0.0168385943510003,-0.00203576464436495,-0.00366794474461685,-0.0111542518207992,-0.00966076158557527
"158",-0.00621247749410081,-0.000553004888252495,-0.010026939227556,-0.0121659005723407,0.00605605087844729
"159",-0.0134395161767777,NA,-0.00523274812398711,NA,-0.00337546397767952
"160",-0.00852833845261536,NA,-0.00618184187722193,NA,-0.0179005278415723
"161",-0.000798347323469173,0.010388773355607,-0.00556399458220014,-0.00645111871612336,-0.00288288632899736
"162",3.85313934572196e-05,-0.000168484354034604,0.00029185962037559,0.000313604310423266,0.0583934976974856
"163",-0.00639812286472008,-0.0133416644153286,-0.00260333654986944,0.00728459100577261,0.0198002955812555
"164",0.00154287722552304,NA,0.00417235855202769,NA,0.00511536417770486
"165",0.0162165503569991,NA,0.0202878639185204,NA,0.035158369370329
"166",0.0046584129660534,NA,-0.00878041898637072,0.0056748071659154,-0.000944088151470623
"167",0.015776458679559,0.00317977571808825,0.00451454443494015,-0.000859013927599683,0.0149055573465517
"168",-0.0112048403576051,0.000469029599226012,-0.00339324371842231,-0.00821482405363749,-0.00254926822050017
"169",0.00245301126526876,NA,-0.00976227287398856,NA,-0.0124159171498075
"170",-0.00844067441976115,NA,-0.00594574557634964,NA,-0.00847458662263456
"171",-0.00130052505649125,0.0037878711369439,-0.0036585185620801,0.00989952093400692,-0.00230387936739795
"172",-0.00417724789960694,-0.0129338323436441,-0.00112366314789902,-0.000515553173029204,-0.00466385260812707
"173",0.00167420647620631,0.00584158119124822,-0.00287499576607964,-0.00253931937072149,-0.00859583396199604
"174",-0.00744656356566864,NA,-0.00369654504227235,NA,0.00679744124605186
"175",0.00521945296170934,NA,0.00746610151991867,NA,0.00730448242236115
"176",0.00604448500700983,0.0145549302690169,0.00535757244319512,0.0121097511954469,0.0113756006920571
"177",0.00285328288570064,0.00304878284935928,-0.00174833122061813,0.00405478112724555,0.00268110391808918
"178",-0.00241929348531222,0.00868068162041258,-0.00685023163713971,0.00254151881682585,0.00445105848312721
"179",0.000777775996619212,NA,-0.00388453082081774,NA,-0.00893431569095071
"180",-0.00744380380518805,NA,-0.00451294215278786,NA,0.0121596418170036
"181",-0.00246142252876602,-0.00486795930021078,0.00457907446104855,0.0150692476876397,-0.00372730763873363
"182",0.00464302739776734,0.0120720440054569,0.00616063307729853,0.0029629430170468,0.00899781358512008
"183",-0.00307209505795747,0.00340006572564633,0.00455115101295078,-0.00841540684887665,-0.00718442024860799
"184",-0.00415362815412124,NA,-0.000715760832767032,NA,-0.0110292500231104
"185",-0.0030086146627859,NA,-0.00156280637050088,NA,-0.00672572457506604
"186",-0.00186723091239216,0.00536167063861726,0.00850657497816698,-0.000611496533334588,-0.00511324990402784
"187",-0.00816870949069504,-0.00620920662200675,-0.00686436909084698,-0.0254846003951545,-0.00224972989409089
"188",-0.000885511245956039,-2.55009339733547e-05,0.00559776551580526,-0.00599254779298608,-0.000133975096854755
"189",5.30996946892515e-05,NA,0.00238099468122321,NA,0.0096506620164245
"190",-0.0187601612419908,NA,-0.00549687569676571,NA,-0.00571184642565292
"191",0.00695783596941801,0.00126473805647365,-0.000857668154479185,-0.0163268445598082,-0.00475199594206366
"192",-0.00369079918188397,-0.00348993383997431,-0.00805646364938539,-0.00312614521536236,0.0206098305518392
"193",-0.0100711444006514,-0.00537758917656284,-0.000565128238147139,0.00463749162335336,0.00607494696187594
"194",-0.00983614338101901,NA,-0.0081590335641728,NA,-0.0187873368119646
"195",0.0105104758016186,NA,0.00316278125045599,NA,0.00323813232315295
"196",0.0270928569895332,0.0098641498651233,0.0111463744802194,0.00562389710558353,-0.00194548109651294
"197",0.00381268446718863,0.00557773183285093,0.000596496575985483,-0.00556490573993607,-0.00132505725307119
"198",-0.0169801139387946,-0.00573865721853384,-0.0201590051514984,-0.0053785618621971,-0.00188966113125488
"199",0.000364982443745276,NA,-0.00197945896351115,NA,0.0066487193864031
"200",-0.000676396300956839,NA,-0.00734433824478309,NA,0.0109857877937269
"201",0.00076583245969708,-0.00491509249024968,-0.00391360107521876,-0.0113707246287547,0.00110657813490356
"202",0.00331868044982464,-0.00270001815117471,-0.0156367065204908,0.0107902454639284,-0.00087455911541312
"203",-0.000759726000177707,-0.00247981223389449,-0.0127871277999532,0.00188435419313571,-0.0273510959422687
"204",0.00635603084140612,NA,0.00916479321901598,NA,0.00503883140365424
"205",-0.0135295837601586,NA,0.00142792490162158,NA,-0.000266534746808489
"206",-0.00528248589394664,-0.00335226263435828,0.0035031945900581,0.001049418146299,-0.0161779258835537
"207",0.00167586838941958,-0.00607047148688977,0.00851414494214353,-0.00921194639457479,-0.0046435304662662
"208",0.00414734304201403,0.00330015876253142,0.00997702909309872,0.00196285068848745,-0.0174262389002049
"209",0.00620723566183656,NA,-0.000324271897650164,NA,0.00508854922369828
"210",-0.0259387101581758,NA,-0.0193308321407564,NA,-0.0167720551192332
"211",0.00115515627132901,-0.000966625031402657,0.00405327035477043,-0.00639754093789247,-0.0146273055927502
"212",-0.00361545055590184,-0.00947054294399052,0.00470137589384656,-0.0040911160559407,-0.0237381334727544
"213",-0.00329966226814093,-0.00689792107769094,-0.00581818130527267,0.014640055972345,-0.012087254713288
"214",0.002902036082018,NA,0.0091714986687137,NA,-0.00399258441839301
"215",0.0031298958792032,NA,0.00356250444412609,NA,-0.00536660311361281
"216",-0.00259180678033744,0.00345053032832698,-0.0052334138725012,-0.00232036915372991,-0.000432457481160498
"217",-0.00823517257031448,-0.00283015601594006,-0.00654116913469593,-0.0043524051290289,-0.00505802852691239
"218",-0.00521257187290836,-0.00534917962221915,-0.00741931714831701,0.00240149260673661,-0.00825787156098023
"219",0.00184797059399067,NA,0.0038891339510787,NA,-0.0125324163117497
"220",-0.0331435359694066,NA,-0.0213990640112591,NA,-0.016249592070638
"221",0.0155769371669052,0.00858309586483585,0.00619207170418967,-0.00217574468329573,0.0166344069582109
"222",-0.00200859610132298,NA,-3.86094652622404e-05,NA,0.0175165328903191
"223",-0.0169484493603136,NA,-0.0224191270023812,NA,0.00594742553658634
"224",0.0240131488810782,NA,0.0205165078009024,NA,0.00969140829352177
"225",-0.00213886507094507,NA,-0.00137570649474483,NA,-7.26125376253606e-05
"226",0.0145119027707867,0.0209380825999448,0.00801466242215909,0.013577761109377,0.00757708913529598
"227",-0.002354572368926,-0.005487008688001,-0.00955639077506198,-0.0130718746919953,-0.0161047493792061
"228",0.00291078799992484,0.00685246791555194,0.0106347427442959,0.0207463892422775,-0.012287212156842
"229",0.00864873953126732,NA,0.0105637396587959,NA,0.00627990620584029
"230",0.00540879968783869,NA,0.00471191973812246,NA,0.0094317192646276
"231",0.000432870132451413,-0.000814852932800925,0.000391054026406934,-0.00989858251436981,-0.0147206970114819
"232",-0.0137192765880414,-0.00253027198845857,-0.0107035878717401,-0.0148723309810324,0.0192443787910577
"233",-0.0148059621202794,-0.00676831140533629,-0.0126253850242044,-0.0141123486652779,0.00463473326085051
"234",0.0155088357710564,NA,0.00838100708221567,NA,0.0158363472915468
"235",0.00211953649572116,NA,-0.0109864806434103,NA,-0.00935207648973524
"236",0.0353729223015904,0.0253693259276178,0.0319698088534111,0.0199069580998446,0.0122366152276427
"237",0.0119883080605909,-0.00356663649419886,0.0144746729235283,0.016473558395222,-0.000954694666329914
"238",0.011415522912289,0.0134957443661179,0.00563004986573112,NA,0.0115853176610319
"239",-0.0183275604028577,NA,-0.0117030528912103,NA,0.00463868562970404
"240",0.00363459906835928,NA,0.00837571118172953,NA,-0.00304878540945985
"241",5.75294805571502e-05,0.00438317955293677,-0.00490335636179218,0.00615267014822596,-0.0111483108786565
"242",0.000904989846350901,-0.00687717621395567,0.00175874442771828,0.00537446996614221,-0.00590668718115062
"243",0.00402492090466922,-0.00224746177707758,0.00272542749033633,0.0102488270433234,0.00475135990105002
"244",-0.0143726298706088,NA,-0.0118867411545889,NA,-0.0102595162953438
"245",-0.00485420890680466,NA,0.00107236458018889,NA,-0.00403454540968617
"246",0.00944309436922985,0.0072703702225585,0.0128347901045842,0.000645910465885358,0.000854120996637064
"247",-0.0159353778903721,-0.00572261803872109,-0.0146179061977048,-0.00237886518700314,-0.0110807161917972
"248",0.0159682832904622,0.0158241484910242,0.00759494962269613,0.0122010028132564,0.0309763045216211
"249",0.00854180032843921,NA,0.00185375910128016,NA,-0.0101437018372614
"250",0.00111656184613551,NA,0.00343441682481327,NA,-0.00341987786423914
"251",0.00517083493490844,0.00101488713507347,-0.000599781140508071,-0.00085686414586128,-0.000103760236768835
"252",0.0052165861860658,0.00716045827143663,0.00283512936976216,-0.000313406788363224,-0.00622166861071349
"253",-0.0128769380887981,-0.00238112705744076,-9.64071330677996e-05,0.00981294589657633,-0.0137200485915692
"254",0.0178279554896772,NA,0.00738221317555698,NA,0.0151283115051264
"255",-0.000159608058464045,NA,0.00496139588354616,NA,0.00715888603940229
"256",0.00448187877450579,-0.00401410309452555,-0.00328237994907177,0.00119184677836159,0.0210281298113131
"257",-0.00821738068774991,-0.0175255477035687,-0.0108208735483597,-0.00482920707586665,-0.00804994459338637
"258",0.000924310205801859,-0.00674207116181869,0.00893072649927085,-0.0074148350556813,0.012797420654449
"259",0.00208829937780308,NA,-0.0013692110019381,NA,-0.0192009139763343
"260",-0.0043893433525799,NA,0.00289117212140866,NA,-0.0186119360894565
"261",-0.00183539535858834,-0.0151883291244417,0.00188727521761578,-0.00737773077858073,-0.0239534155182763
"262",-0.0140860656997592,NA,-0.0130262115339477,-0.0148551791662754,-0.00222873921595834
"263",0.00425145637446356,NA,-0.00135540979222881,-0.0105197210025709,NA
"264",-0.011968495864858,NA,-0.0124247259921777,NA,NA
"265",0.00946348187970258,NA,0.00925731994492196,NA,0.0347979573962967
"266",-0.0102664383028426,0.0146975833577079,-0.00588814824622652,0.000588191255831205,-0.0113225948847422
"267",0.00735784776798454,-0.004464897574187,-0.00111652460660494,0.00548527348379668,0.00834572054509763
"268",0.0219372951750252,0.017902411556622,0.0125147993456185,-0.00206528254689697,0.0128910161721301
"269",0.00255566330007539,NA,0.000993429257297507,NA,0.0185513805903241
"270",0.00305750908800917,NA,-0.00324079850079784,NA,0.0103079410591569
"271",0.0107981399562309,-0.00696590774147143,0.00392143719302318,-0.00590266169008657,0.0156489765788326
"272",0.00523763328297022,0.00228397038270955,0.000680175738281719,-0.00498413097518036,-0.00531346158230761
"273",-0.0138852227272821,-0.0141096255614999,-0.00428431544944985,-0.00544762159728851,0.00167277494160345
"274",-0.00780971357605331,NA,-0.00475005402889472,NA,-0.0202153767250266
"275",0.0013476039147946,NA,0.00157396674889476,NA,-0.0199571995435868
"276",0.0148937138941694,0.0104305871668844,0.0196167156197546,0.0198750691952112,-0.00324375660436438
"277",0.0223498647718312,0.0137137159448706,0.012771903106696,-0.0117422100885438,0.0239697685878379
"278",-0.00251291910749529,-0.000706750727719196,-0.000588767006252766,-0.00115264653171998,-0.00668494598386893
"279",0.0136948471573639,NA,0.0117113434790976,NA,-0.0126073339274608
"280",0.0108590148033958,NA,0.013544457945958,NA,-0.00408353560081487
"281",0.0035415409440418,0.00797587750851037,0.00754860432196125,0.0166954123188088,0.038040265720328
"282",0.00417841309510436,NA,0.00282160369214957,0.0038148727674896,0.00382739721967162
"283",-0.00750844664805328,NA,0.00193657609202447,NA,0.0143054586484048
"284",0.0153035602720379,NA,0.0046813107056316,NA,0.00341393979287297
"285",-0.00400460137100644,0.00585703864532405,-0.00450955905809103,-0.0179212234549224,-0.0115307765632249
"286",-0.000907088151919311,0.00828069747452442,-0.000523335376032108,-0.00778720698176549,0.00144748104957237
"287",-0.00192837569888837,NA,-0.00656825808181694,-0.000272364287099869,0.00256457709869196
"288",0.00646124184589247,NA,0.00425724989821852,NA,-0.015787659413645
"289",-0.00843390562135227,NA,-0.0165455009619304,NA,-0.0192378002140785
"290",-0.00875603972729166,NA,-0.00492570275376103,-0.00861031357383268,0.00500870550969346
"291",-0.00503350779218081,NA,-0.00422244644478376,0.000838855849877973,-0.0179322204613754
"292",-0.00505153197063812,NA,0.000256123510457229,0.00333023668552102,-0.00569886964425947
"293",0.00230546319944125,NA,0.000265641711143516,NA,0.00435710997688865
"294",-0.00568904275012905,NA,-0.00308112143081019,NA,-0.0035996674644263
"295",-0.00193043440740759,0.00345872568316352,0.00435631418231885,NA,-0.0234869715739094
"296",-0.00516862470082025,NA,-0.00545970684849451,0.00819094223910533,0.00175217338538758
"297",0.00134159235470577,NA,0.000791598107419134,0.00578279413622695,-0.00750483796869439
"298",-0.0022308564720781,NA,-0.000219825514385263,NA,0.0170387296369299
"299",-0.000366299145049709,NA,0.00565336315168707,NA,-0.00549181099236584
"300",0.00710213268686744,-0.000672894020116388,0.00874974294398179,-0.0028910355581182,0.000298349326373071
"301",0.0139998418609988,0.0120675389373526,0.0100505254711063,0.00662353609093635,0.00428304174703165
"302",0.0110928455649439,0.00833867482255712,0.00624765607182809,-0.00267878573741687,0.00776338789935238
"303",0.00142854449968688,NA,-0.00966465356990653,NA,-0.0127751063058152
"304",0.0104738610507678,NA,0.0111865607344104,NA,NA
"305",0.00538317194972748,-0.00444553457349262,0.00625763021954029,-0.00285955757150624,NA
"306",-0.00273106817659219,-0.00530146049176761,0.00711577048816814,-0.00490599613448328,0.00626491347786029
"307",0.000868915502175938,0.00178641223996046,NA,0.00408293192257236,-0.0279022835473963
"308",-0.0115343179377678,NA,NA,NA,NA
"309",-0.00233763298036926,NA,-0.00188498481581156,NA,NA
"310",0.00162577486349669,-0.0099142242358301,0.00145599089236548,NA,NA
"311",-9.76980799070049e-05,0.000648778928173499,-0.00112814197490074,NA,NA
"312",-0.00430413772853022,-0.00353321181001398,0.00337271118075577,NA,NA
"313",-0.00984041336638164,NA,-0.00431292067472455,NA,-0.0162223981967937
"314",0.00217770904773573,NA,-0.00029242532611562,NA,-0.0180988380162148
"315",-0.00607866239935184,-0.0114438735609177,-0.00777325932742201,0.00521588715635612,0.0351742199397762
"316",0.0159746451003553,0.00734143356965156,0.0150596743621758,0.0080970671422369,0.0343639268785445
"317",-1.05188163423975e-05,0.00257232423856824,0.00403957783085573,0.00219759829513322,-0.00788921208778426
